term_original,best_domain
Severe Combined Immunodeficiency ,primary_immunology
immune suppression,primary_immunology
Low Immunity,primary_immunology
Immunodeficiency,primary_immunology
immuniglobulin A deficiency ,primary_immunology
immune deficieny ,primary_immunology
Primary immunodeficiency,primary_immunology
selective polysaccharide antibody deficiency,primary_immunology
Immune system dysfunction,primary_immunology
low immune function,primary_immunology
immune issues,primary_immunology
Low Immune System,primary_immunology
rape trauma syndrome,ptsd
shock,ptsd
PTSD symptoms,ptsd
flashbacks,ptsd
CPTSD,ptsd
Post-traumatic stress disorder (PTSD),ptsd
Flashback,ptsd
flash backs,ptsd
Crying,ptsd
Dreams,ptsd
Post Traumatic Brain Injury,ptsd
Complex PTSD w/ Replays,ptsd
Post Traumatic Stress Disorder,ptsd
developmental trauma,ptsd
Nightmares,ptsd
PTSD,ptsd
blackouts ,ptsd
complex post traumatic st,ptsd
PTED,ptsd
PTSD Episodes,ptsd
Concussions,ptsd
complex post traumatic stress disorder,ptsd
rage,ptsd
C-PTSD,ptsd
bad dreams,ptsd
ptss,ptsd
Traumatic brain injury,ptsd
trauma response,ptsd
body memories,ptsd
Complex PTSD,ptsd
humiliation,ptsd
Point of Tears,ptsd
chonic constipation,reflux
severe abdominal pain,reflux
Gut Dismotility,reflux
Intestinal pain,reflux
Constipation - no BM,reflux
rotten burps,reflux
tender abdomen,reflux
digestion,reflux
Abdominal Distension,reflux
Tummy ache,reflux
digestive upset,reflux
severe constipation,reflux
hiatal hernia of the  esophagus ,reflux
stomache ache,reflux
stomach attack,reflux
nausea mid day,reflux
vomitting,reflux
bloated,reflux
lower intestinal pain,reflux
woke up with abdominal pain,reflux
reflux-like sensation,reflux
Gastrointestinal pain,reflux
abdominal pain sharp,reflux
Digestive Problems,reflux
low appetite,reflux
malabsorption,reflux
GI - Upper w/ Nausea,reflux
GI - Lower w/ Nausea. Pressure from no BM,reflux
Left abdomen pain,reflux
lower abdomen pain,reflux
stomach congestion and diar,reflux
non-intractable cyclical vomiting,reflux
Peptic ulcer,reflux
hard stool,reflux
stomache,reflux
upset stomach - mimd ,reflux
chronic vomiting,reflux
abd discomfort,reflux
Pain lower stomach,reflux
Chronic Nausea,reflux
right lower abdominal pain,reflux
lower abdominal pain ,reflux
stomach discomfort,reflux
abdomin pain & burning,reflux
Bile reflux,reflux
stomach hurt,reflux
Body aches,reflux
functional vomiting,reflux
Digestive Issues,reflux
gallbladder failure,reflux
Burping,reflux
abdomen swelling,reflux
Gut Burning,reflux
oesophageal reflux,reflux
Undiagnosed Stomach Issues,reflux
Lower Tummy Pain,reflux
Upper Tummy Pain,reflux
empty stomach (acidy) ,reflux
yellow poop,reflux
gas cramps,reflux
decreased appetite,reflux
nausea morning,reflux
Gallstones,reflux
poor appetite,reflux
Stomach burning,reflux
poop cramps,reflux
left side abdominal pain,reflux
ride side abdominal pain,reflux
Bad poop,reflux
cyclical vomiting syndrome,reflux
bowel bloating,reflux
lower left abdomen pain,reflux
stomach emptying issues,reflux
stomach contractions,reflux
abdominal distention,reflux
Nonulcer stomach pain,reflux
hungry,reflux
Chronic Idiopathic Nausea,reflux
overactive gallbladder,reflux
tender intestines ,reflux
Tender Stomach,reflux
Bad tummy,reflux
digestive noises ,reflux
intestinal cramping,reflux
upper right abdominal pain,reflux
intractable vomiting,reflux
overly hungry,reflux
stomach/diarrhea ,reflux
Undiagnosed Stomach Illness,reflux
Morning diarrhea,reflux
lack of appetite,reflux
No appetite,reflux
Digestive Distress,reflux
Ulcer,reflux
Indigestion,reflux
cholic abdomen,reflux
stomach bloating,reflux
stomach issues,reflux
nauseous,reflux
stomach twitch,reflux
mouth ulcers,reflux
sick stomach,reflux
excessive hunger,reflux
stomach pains,reflux
ulcers,reflux
stomach cramps,reflux
Traveler's diarrhea,reflux
tummy cramps ,reflux
vomiting,reflux
stomach acid,reflux
Body ache,reflux
stomach is,reflux
abdominal muscle spasm,reflux
stomach cramps and pain,reflux
bloated stomach,reflux
Gastrointestinal Symptoms,reflux
slow stomach,reflux
edema stomach,reflux
Not hungry,reflux
Severe Acid Reflux,reflux
Bad Appetite,reflux
nausea/acid reflux,reflux
Stomach probel,reflux
swollen stomach,reflux
muscle pain thiges,reflux
Digestive Anomaly,reflux
stomach achi,reflux
Toothache,reflux
lower stomach pain,reflux
nausea/dizziness,reflux
bodyaches,reflux
chronic diareah,reflux
Abdominal discomfort,reflux
stomach bug,reflux
loss of appetite,reflux
Left Upper Quadrant Abdominal Pain,reflux
nausea night time ,reflux
Tummy pain,reflux
gastrointestinal upset,reflux
searing pain R abdomen ,reflux
Swallowing esophagus pain,reflux
digestive pain,reflux
gut cramps,reflux
swallowing gulp,reflux
right side stomach pain,reflux
Brief acute abdominal pain,reflux
full body ache,reflux
Stomach problems,reflux
stomach ache,reflux
Bloating (abdominal),reflux
Bloating (water retention),reflux
digestion issues,reflux
Stool,reflux
morning diarrhia,reflux
bloated tender abdomen,reflux
painful digestion,reflux
right abdominal pain,reflux
Stomach upset,reflux
stomach ulcers,reflux
stomach cramps lower,reflux
upset stomach,reflux
abdominal ,reflux
stomach spasms,reflux
appetite loss,reflux
Food poisoning,reflux
right side abdominal pain,reflux
low stomach acid,reflux
Stomach,reflux
threw up,reflux
Gas & Bloating,reflux
upper stomach pain ,reflux
bloating,reflux
Diarrhea,reflux
bad irregular digestion....constipated this whole week only went once today and it wasn't quite diarrhea but it wasn't good,reflux
Duodenogastric Reflux of Bile,reflux
functional nausea,reflux
difficulty swallowing,reflux
Tummy Troubles,reflux
uncomfortable swallowing,reflux
"stomach tender, upper central",reflux
exercise nausea ,reflux
major stomach issues,reflux
abdominal fullness,reflux
bloating/fullness,reflux
Flatulence,reflux
lower left abdominal pain,reflux
Upset Belly,reflux
slow digestion,reflux
sharp stomach pain abdominal ,reflux
gas/bloating,reflux
abdominal side pain,reflux
Whole Body Aches,reflux
Constipation,reflux
trouble swallowing,reflux
Intestinal Spasms,reflux
stomach aches,reflux
Acidic Tummy Ache,reflux
Sore Gums (feels like little cuts or blisters),reflux
Belly Issues,reflux
abdominal issues,reflux
upper abdominal pain,reflux
throwing up,reflux
Stomach problem,reflux
stomach gurgling,reflux
vomited,reflux
stabbing abdominal,reflux
overall body aches,reflux
Stomach burn,reflux
lower right abdominal pain,reflux
"constipated all day then pain (like you really need to shit pain, it's very uncomfortable) at night and then almost diarrhea",reflux
Morning sickness,reflux
Cyclical Vomiting Sy,reflux
feeling sick,reflux
Abdominal pain,reflux
bedtime stomach ache,reflux
Belly pain,reflux
Nausea,reflux
gallbladder ,reflux
Spastic Colon,reflux
stomach cramping,reflux
Heartburn (Severe upon waking),reflux
Chronic Stomach pain,reflux
Bad Digestion ,reflux
Silent Reflux,reflux
throat ulcers,reflux
nausea & vomiting,reflux
constipated,reflux
Fullness in Upper Stomach,reflux
abdominal cramps,reflux
painful trouble swallowing,reflux
felt sick,reflux
gas pains/cramping,reflux
Extra appetite,reflux
Ethan - stomach ache,reflux
Abdominal pains,reflux
Undiagnosable Stomach Condition,reflux
Acid Reflux,reflux
intestinal reflux,reflux
random stabbing pains lower abdomen,reflux
Intestinal urgency,reflux
purging,reflux
Stomach feels distended,reflux
Stomach/Back Aches,reflux
upper left abdominal pain,reflux
Binge Eating,reflux
GERD,reflux
Hollow Stomach,reflux
mild nausea,reflux
bellyache,reflux
sick food stays in stomach feeling,reflux
intestinal cramps,reflux
Puking,reflux
Pancreatic/Biliary Pain,reflux
difficultly swallowing,reflux
stomach gurgle,reflux
Painful pooping,reflux
abdomen pain,reflux
cyclical vomiting ,reflux
distended abdomen,reflux
Hunger,reflux
sharp abdomen pain,reflux
"bowels angry, leg sore",reflux
poop,reflux
Swollen abdomen,reflux
Poor Digestion,reflux
shooting stomach pain,reflux
Stomach Flu,reflux
postnasal drip,reflux
Gallbladder Pain,reflux
Bile Acid Malabsorption,reflux
increased appetite,reflux
Abdominal bloat,reflux
abdominal swelling,reflux
"constipated all day then pain (like you really need to shit pain, it's very uncomfortable)",reflux
gas pain,reflux
Irritable stomach,reflux
gut pain,reflux
Esophageal Reflux,reflux
Functional Abdominal Pain,reflux
abdomen burning,reflux
Stomach Pain,reflux
stomache side pain,reflux
upper abdominal pain and discomfort,reflux
nausea and vomiting,reflux
Sharp Stomach Pain,reflux
Appetite,reflux
sour stomach,reflux
abdominal bloating,reflux
acid reflux/heartburn,reflux
severe stomache pain,reflux
abdomen spasms for 2 hours with heavy sweating,reflux
sick feeling,reflux
diarrhoea,reflux
Reflux,reflux
cough,respiratory
sinus stuff,respiratory
nasal drainage,respiratory
sinuses ,respiratory
nose dryness,respiratory
sinus disease,respiratory
congested nasal,respiratory
Sinusitis Itching,respiratory
 pilonidal sinus,respiratory
Nose sore,respiratory
constant coughing,respiratory
clogged ear,respiratory
Rhinosensitivity,respiratory
Nose Bleed,respiratory
Ear fullness,respiratory
Congested nose ,respiratory
Cold or Flu,respiratory
ear congestion,respiratory
Coughing,respiratory
blowing nose ,respiratory
Chronic Otitis Media,respiratory
Clogged Ears,respiratory
sinus allergy,respiratory
mucus in nose ,respiratory
runny nose,respiratory
front of face pressure (not sinus),respiratory
Have a Cold,respiratory
sick with a cough,respiratory
throat congestion,respiratory
nasal drip,respiratory
Laryngitus/Phlem/Chronic Cough,respiratory
sinusite,respiratory
Tonsillitis,respiratory
mucus,respiratory
mucousy throat,respiratory
Sinus Infection,respiratory
Sinus Drip,respiratory
ear infection,respiratory
bloody nose,respiratory
chronic sinus disease ,respiratory
Post Nasal Drip,respiratory
Sinus pain,respiratory
pharyngitis,respiratory
Sinus,respiratory
respiratory infection,respiratory
recurrent sinusitis,respiratory
sinus congestion,respiratory
excess mucus,respiratory
sinus infections,respiratory
dry sinuses,respiratory
Nasal polyps,respiratory
outer ear infection,respiratory
"sinus pain (e.g., eyebrows)",respiratory
short of breath,respiratory
respiratory infections,respiratory
Nose Pain,respiratory
sinus pain and pressure,respiratory
thin mucous,respiratory
sinusitis fever,respiratory
sinus drainage,respiratory
Dry nose,respiratory
Dry cough,respiratory
Upper Respiratory Infection,respiratory
chroni sinusitis,respiratory
sinus issues,respiratory
pain with deep breath,respiratory
Morning Cough,respiratory
sinusitis headache,respiratory
nose bleeds,respiratory
throat clearing,respiratory
Colds/ Flu,respiratory
blocked nose,respiratory
coughing up smelly mucus,respiratory
Chronic sinusitis,respiratory
nasal sores,respiratory
Post Nasal Drainage ,respiratory
Sinus headaches,respiratory
sinus headache,respiratory
Chronic ear infections ,respiratory
sinus pressure,respiratory
post nasal trip,respiratory
Sick sinus syndrome,respiratory
coughing up flem,respiratory
stuffed nose,respiratory
shortness of breath,respiratory
nose bleeding,respiratory
snotty nose,respiratory
woke coughing,respiratory
sinus headache AM,respiratory
upper respiratory tract infection,respiratory
Ear infection (middle ear),respiratory
Sinusitis,respiratory
nasal leisions,respiratory
Acute sinusitis,respiratory
dry sinus,respiratory
chronic sinusits,respiratory
nasal congestion,respiratory
dark mucus,respiratory
throat tightness,respiratory
blood in nose,respiratory
Mental fog,schizophrenia_psychotic
delusions,schizophrenia_psychotic
Pseudo dementia,schizophrenia_psychotic
mental confusion,schizophrenia_psychotic
Schizotypal personality disorder,schizophrenia_psychotic
Schizoid personality disorder,schizophrenia_psychotic
hallucinations (auditory),schizophrenia_psychotic
hallucinations (visual),schizophrenia_psychotic
psychotic disorder,schizophrenia_psychotic
visual hallucinations ,schizophrenia_psychotic
Psychosis,schizophrenia_psychotic
schitzotypal ersonality disorder,schizophrenia_psychotic
phantom smells,schizophrenia_psychotic
Psychosomatic Illness,schizophrenia_psychotic
hypnagogic hallucinations,schizophrenia_psychotic
Psychogenic Vomiting,schizophrenia_psychotic
hypnopompic hallucinations,schizophrenia_psychotic
Thought disorder,schizophrenia_psychotic
Schizoaffective disorder,schizophrenia_psychotic
Auditory Hallucinations,schizophrenia_psychotic
irrational thoughts,schizophrenia_psychotic
phsychosis ,schizophrenia_psychotic
schizophrenic tendencies,schizophrenia_psychotic
olfactory hallucinations,schizophrenia_psychotic
Schizophrenia,schizophrenia_psychotic
Childhood schizophrenia,schizophrenia_psychotic
chronic hallucinations,schizophrenia_psychotic
hallucinations,schizophrenia_psychotic
small intestinal bacterial overgrowth,sibo_leaky_gut
Neural Intestinal Dysplasia,sibo_leaky_gut
bacterial overgrowth,sibo_leaky_gut
endo belly,sibo_leaky_gut
gut health,sibo_leaky_gut
Gut Stuff,sibo_leaky_gut
Leaky Gut,sibo_leaky_gut
SIBO,sibo_leaky_gut
SIBO/Leaky Gut,sibo_leaky_gut
Narcolepsy,sleep_disorders
sleep 2-5 hour nap without feeling rested,sleep_disorders
can't sleep,sleep_disorders
Likely to fall asleep while sitting and talking to someone,sleep_disorders
extreme restlessness,sleep_disorders
Sleeplessness,sleep_disorders
GENERAL MALAISE / SLEEPING 10+ hrs,sleep_disorders
Restless legs syndrome,sleep_disorders
can’t wake up,sleep_disorders
trouble falling asleep or staying asleep,sleep_disorders
menstrual phase insomnia,sleep_disorders
Parasomnias,sleep_disorders
slept very badly,sleep_disorders
sleep alone?,sleep_disorders
Likely to fall asleep while lying down and resting,sleep_disorders
Sleep Walking,sleep_disorders
Likely to fall asleep as a passenger in a car for an hour,sleep_disorders
primary insomnia,sleep_disorders
Day Sleeping,sleep_disorders
waking difficulty,sleep_disorders
lack of sleep,sleep_disorders
cant stay awake - must nap or sleep,sleep_disorders
Likely to fall asleep while watching TV,sleep_disorders
coughing disturbing sleep,sleep_disorders
resting between work,sleep_disorders
circadian rhythm sleep disorder,sleep_disorders
restless tension,sleep_disorders
Hyperesthesia,sleep_disorders
slept late,sleep_disorders
Difficulty Falling Asleep,sleep_disorders
restful sleep,sleep_disorders
sleep drunk,sleep_disorders
restlessness leg sydorom ,sleep_disorders
excessive daytime sleepiness,sleep_disorders
Early waking,sleep_disorders
bipolar based insomnia,sleep_disorders
nocturnal hypoxemia,sleep_disorders
Narcolepsy w/Cataplexy,sleep_disorders
arm restlessness,sleep_disorders
good sleep,sleep_disorders
sleep 8+ hours without feeling rested,sleep_disorders
sleep loss,sleep_disorders
Idiopathic hypersomnia,sleep_disorders
Night Sleeping,sleep_disorders
Tired eyes,sleep_disorders
Delayed sleep phase,sleep_disorders
Sleep Apnea/Hypoxia,sleep_disorders
Insomnia,sleep_disorders
length of sleep,sleep_disorders
Sleep Quality (negatively coded),sleep_disorders
Sleep disorders,sleep_disorders
sleep fainting,sleep_disorders
idopathic hypersomnia,sleep_disorders
no sleep,sleep_disorders
Sleep apnea,sleep_disorders
Sleep,sleep_disorders
oversleeping,sleep_disorders
complex sleep apnea,sleep_disorders
light sleep,sleep_disorders
falling asleep,sleep_disorders
trouble waking,sleep_disorders
Likely to fall asleep while sitting and reading,sleep_disorders
Sleep quality,sleep_disorders
Sleep Anxiety,sleep_disorders
sleep paralysis,sleep_disorders
hours of sleep,sleep_disorders
Sleep-related eating disorder,sleep_disorders
fell asleep reading,sleep_disorders
took night time meds later than 10:00,sleep_disorders
Crashing Sleep,sleep_disorders
Insomnia / Hyper-anxiety,sleep_disorders
Overall Sleep Difficulty,sleep_disorders
struggle waking up,sleep_disorders
Slept in Own Bed,sleep_disorders
broken sleep,sleep_disorders
excess sleeping ,sleep_disorders
Recurrent Hypersomnia,sleep_disorders
sleep apnoea,sleep_disorders
Disrupted sleep due to pain,sleep_disorders
Quality of Sleep,sleep_disorders
Narcolepsy without cataplaxy,sleep_disorders
sleep problems,sleep_disorders
delayed sleep wake,sleep_disorders
restlessness,sleep_disorders
trouble sleeping,sleep_disorders
"Sleep apnea,
  central",sleep_disorders
Sleep Disturbances,sleep_disorders
Pediatric obstructive sleep apnea,sleep_disorders
Snoring,sleep_disorders
Morning grogginess,sleep_disorders
restless arms,sleep_disorders
Hyatial Hernia,sleep_disorders
fatigue hour nap,sleep_disorders
sleep attack,sleep_disorders
sleep disturbance,sleep_disorders
waking in the night,sleep_disorders
Narcolepsy with Cataplexy,sleep_disorders
waking up sluggish,sleep_disorders
trouble falling asleep,sleep_disorders
Insomnia (previous night),sleep_disorders
sleepiness,sleep_disorders
Sleep Quality Previous Night ,sleep_disorders
Difficulty waking,sleep_disorders
sleep (previous night),sleep_disorders
disturbed sleep,sleep_disorders
night congestion,sleep_disorders
Bad Sleep,sleep_disorders
REM sleep behavior disorder,sleep_disorders
sleep maintenance,sleep_disorders
restless leg,sleep_disorders
Sleepwalking,sleep_disorders
Difficulties Going to Sleep,sleep_disorders
Woke Up Early,sleep_disorders
Chronic Insomnia,sleep_disorders
Hours slept,sleep_disorders
Poor sleep problems,sleep_disorders
paradoxical insomnia,sleep_disorders
sleeping after 3am,sleep_disorders
restless sleep,sleep_disorders
morning tiredness,sleep_disorders
problems sleeping,sleep_disorders
Sleep (time),sleep_disorders
Sleep (how many hours),sleep_disorders
insomnia through anxiety,sleep_disorders
Sleep: Insomnia,sleep_disorders
insomnia/ woke up often/ nightmares,sleep_disorders
ID Hypersomnia,sleep_disorders
delayed sleep phase disorder,sleep_disorders
Congestion: Night,sleep_disorders
ocd sleep,sleep_disorders
sleep related emotional disorder,sleep_disorders
restless legs,sleep_disorders
sleepiness / tiredness,sleep_disorders
Abbreviated sleep,sleep_disorders
heavy daytime sleepiness,sleep_disorders
Avoiding Sleep,sleep_disorders
Sleep Condition (apnea and/or other)?,sleep_disorders
Interrupted sleep,sleep_disorders
Difficulty Sleeping ,sleep_disorders
Nap,sleep_disorders
hypersomnia,sleep_disorders
Slept through/able to fall back asleep,sleep_disorders
Sleep Issues,sleep_disorders
poor sleep,sleep_disorders
Restless Leg Syndrome,sleep_disorders
Sleeping Troubles,sleep_disorders
imsomnia,sleep_disorders
Overactive mind (night),sleep_disorders
"10am extreme exhaustion, brain fog, struggle to stay awake in court",sleep_disorders
Morning stiffness,sleep_disorders
Only 3 hours of sleep,sleep_disorders
Delayed Sleep Phase Syndrome,sleep_disorders
Sleep terrors (night terrors),sleep_disorders
Likely to fall asleep sitting after lunch,sleep_disorders
Likely to fall asleep while driving,sleep_disorders
Insufficient sleep,sleep_disorders
"Sleep apnea,
  obstructive",sleep_disorders
Likely to fall asleep during a meeting,sleep_disorders
Tired upon awakening,sleep_disorders
Nocturnal Emissions,sleep_disorders
Obstructive Sleep Apnea,sleep_disorders
disrupted sleep,sleep_disorders
thyroid disease,thyroid_disorders
SHAPHO Syndrome,thyroid_disorders
Hashimotos disease,thyroid_disorders
underactive thyroid,thyroid_disorders
hashimotos thyroiditis,thyroid_disorders
Hyperthyroidism,thyroid_disorders
Graves' disease,thyroid_disorders
hyperactive thyroid ,thyroid_disorders
thyroid pain,thyroid_disorders
Hashimoto's thyroiditis,thyroid_disorders
thyroditis,thyroid_disorders
hypophosphatasia,thyroid_disorders
Hoshimoto thyroditis,thyroid_disorders
Hypoparathyroidism,thyroid_disorders
Hypothyroid,thyroid_disorders
Hypokalemia,thyroid_disorders
Neurophathy,thyroid_disorders
Thyroid tumor,thyroid_disorders
under active thyroid,thyroid_disorders
Thyroid nodules,thyroid_disorders
Thyroid cancer,thyroid_disorders
Hyperparathyroidism,thyroid_disorders
Hashimoto's disease,thyroid_disorders
Hypothyroidism,thyroid_disorders
Hypothyroid with Multinodular Goiter,thyroid_disorders
Hashimoto's,thyroid_disorders
hypothroidism,thyroid_disorders
Hashimoto’s ,thyroid_disorders
ichthyosis,thyroid_disorders
total thyroidectomy,thyroid_disorders
"Hashimotos, Hypothyroidism ",thyroid_disorders
autoimmune thyroiditist,thyroid_disorders
thyroid 6 cm nodual ,thyroid_disorders
thyroid ,thyroid_disorders
overactive thyriod,thyroid_disorders
subclinical hypothyroidism ,thyroid_disorders
hypo thyroid,thyroid_disorders
primary hypothyroidism,thyroid_disorders
hypovolemia,thyroid_disorders
Hoarseness ,thyroid_disorders
thyroid cysts,thyroid_disorders
Hashimoto's Hypothyroidism ,thyroid_disorders
Hashimotos,thyroid_disorders
nuetropenia ,thyroid_disorders
intermittent thyroiditis,thyroid_disorders
aquired hypothyroid,thyroid_disorders
hypothyrodism,thyroid_disorders
thyroiditis,thyroid_disorders
Graves disease,thyroid_disorders
sore thyroid,thyroid_disorders
Hashimoto ,thyroid_disorders
low thyroid,thyroid_disorders
hashimoto's encephalopathy,thyroid_disorders
Thyroid eye disease,thyroid_disorders
thyroid swelling,thyroid_disorders
low functioning thyroid,thyroid_disorders
thyroid gland pain,thyroid_disorders
Hashimoto’s Thyroiditis,thyroid_disorders
Hashimoto’s Encephalopathy,thyroid_disorders
Hashimoto Symptome ,thyroid_disorders
unknow illness,unknown_undiagnosed
unknown,unknown_undiagnosed
other unknown condition,unknown_undiagnosed
Exausted,unknown_undiagnosed
mystery stuff,unknown_undiagnosed
Undiagnosed symptoms,unknown_undiagnosed
The Undiagnosed Thing,unknown_undiagnosed
Undiagnosed,unknown_undiagnosed
having absentances ,unknown_undiagnosed
New Undiagnosed,unknown_undiagnosed
undx mental,unknown_undiagnosed
Undependable,unknown_undiagnosed
Unknown Issue,unknown_undiagnosed
confusion,unknown_undiagnosed
Mystery,unknown_undiagnosed
mysterious condition,unknown_undiagnosed
urine odor,urinary_tract_infection
Urinary tract infection,urinary_tract_infection
urinary infection,urinary_tract_infection
burning after urination,urinary_tract_infection
Urinary track infection,urinary_tract_infection
UTI,urinary_tract_infection
bladder infection,urinary_tract_infection
Urinart tract infection symptoms,urinary_tract_infection
uticaria,urinary_tract_infection
Urethral burning,urinary_tract_infection
Urogynae,urinary_tract_infection
Pee Odor,urinary_tract_infection
prostate infection,urinary_tract_infection
Urinary tract infections ,urinary_tract_infection
Chronic Urethral Burning,urinary_tract_infection
mucus (v),vulvovaginal_pain_infection
vulvardynia,vulvovaginal_pain_infection
chronic candida,vulvovaginal_pain_infection
vaginal pain,vulvovaginal_pain_infection
vaginal spasms,vulvovaginal_pain_infection
vaginal itch,vulvovaginal_pain_infection
Genital herpes,vulvovaginal_pain_infection
Yeast overgrowth ,vulvovaginal_pain_infection
vaginal burning,vulvovaginal_pain_infection
vulvadynia,vulvovaginal_pain_infection
vulvar vestibulodynia,vulvovaginal_pain_infection
vaginal lesion,vulvovaginal_pain_infection
Vaginal dryness,vulvovaginal_pain_infection
vaginal thrush,vulvovaginal_pain_infection
Vaginitis,vulvovaginal_pain_infection
Oral Candidiasis,vulvovaginal_pain_infection
yeast infection,vulvovaginal_pain_infection
Vulvar Vestibulitis,vulvovaginal_pain_infection
Fungal infection,vulvovaginal_pain_infection
Vaginal bleeding,vulvovaginal_pain_infection
vaginal itching,vulvovaginal_pain_infection
yeast itching,vulvovaginal_pain_infection
Vulval pains,vulvovaginal_pain_infection
systemic yeast,vulvovaginal_pain_infection
vulval pain,vulvovaginal_pain_infection
Vulvular lump,vulvovaginal_pain_infection
atrophic vaginitis ,vulvovaginal_pain_infection
genital sores,vulvovaginal_pain_infection
nipple discharge,vulvovaginal_pain_infection
Oral thrush,vulvovaginal_pain_infection
Vulvodynia,vulvovaginal_pain_infection
yeast,vulvovaginal_pain_infection
Vaginal Itch/Pain,vulvovaginal_pain_infection
Vaginal atrophy,vulvovaginal_pain_infection
Yeast infection (vaginal),vulvovaginal_pain_infection
vaginal sores,vulvovaginal_pain_infection
Discharge ,vulvovaginal_pain_infection
Vaginal discharge,vulvovaginal_pain_infection
vaginismus,vulvovaginal_pain_infection
Bacterial vaginosis,vulvovaginal_pain_infection
chronic yeast,vulvovaginal_pain_infection
vaginal odor,vulvovaginal_pain_infection
Genital warts,vulvovaginal_pain_infection
Vagina,vulvovaginal_pain_infection
